content,score,label
apk keren sangat membantu,5,positif
sangatmembantu,5,positif
oke baik,5,positif
"gimana mau daftar coba, otp ga ke kirim"". yang di masukin mau nomor togel kah? sekelas pemerintah, busuk amat bikin aplikasi",1,negatif
wuuuuuh mati dulu ini mh daftar ny gagal terus,1,negatif
mantul top bgt,5,positif
mohon buat pengguna baru yang mau login itu jangan dipersulit code verifikasi nomornya jangan dikasihkan tarif karna tidak semua orang nomor teleponnya ada saldo pulsanya,2,negatif
mantaaap,5,positif
ok bngt,5,positif
mau ganti data bayi gak bisa,5,positif
Ok,5,positif
ok lah klo beg beg begitu,5,positif
sangat me muaskan,5,positif
Sangat membantu mau rubah fasker juga mudah tidak perlu datang ke kantor bpjs mau daftar priksa juga sangat mudah,5,positif
it's very good,5,positif
oi ini ko peripikasi wajh nya gagal mulu aduhh yg bener lahhh udah senyum kedip mata lihat kiri mash salah mulu gagal mulu asuuuuuu,1,negatif
aplikasi menyusahkan ribet kode verifikasi aja susah aplikasi oon ga usah buat aplikasi kalo menyusahkan,1,negatif
mau daftar aja susah banget berulang kali mengulang kode verifikasi nya gk terkirim terus... Diperbaiki lagi aplikasinya jgn dibuat ribet😡,1,negatif
mau penambahan peserta susah. di bagian masukin nik nya. kenapa nik lama gak bisa dihapus sih? mau masukin nik yang baru,1,negatif
"mudah di gunakan, dan banyak fitur-fitur yg bisa digunakan",5,positif
good,5,positif
dibuka langsung mental di infinix note 10 pro,1,negatif
"mau protes tapi keinget kalo ini produk pemerintah, website/aplikasi apa pun kalo yg ngeluarin pemerintah pasti JELEKKKKKKK DAN GK BERFUNGSI DENGAN BAIK!!!",1,negatif
cepat sekali,5,positif
bagus,5,positif
sangat membantu sekali,5,positif
Mudah digunakan dan dimengerti. juga tingkatkan lagi fitur² dan layananan nya. terimakasih,5,positif
kenapa sih appnya setiap buka suruh update terus . update muluuuuuuuuuu padahal sama aja lohh fiturnya,3,netral
aplikasi mantap memudahkan pelayanan,5,positif
verifikasi susahnya minta ampun. ini apk bener2 buruk. niat bikin apk apa gak sih ini. disuruh ganti digital mau login aja susahnya minta ampun.,1,negatif
tidak bisa di pakai keterangan layanan gangguan atau sedang offline teruss sampai berbulan bulan,1,negatif
ok,5,positif
biar bintang yang berbicara,1,negatif
menunggu kode verifikasinya lama bnget dah ngk di kirim gimana ini min,1,negatif
sangat membantu,5,positif
"aplikasi buatan pemerintah memang selalu ribet, ngeselin 👏",1,negatif
terima kasih JKN..sangat membantu sekali.,5,positif
Kereeenyaa,5,positif
apik,5,positif
"baguss, bisa liht aktivitas bpjs kita",5,positif
Ter-Baik,5,positif
ok,5,positif
ok.mantap.,5,positif
Bermanfaat,5,positif
saya mau daftar tidak bisa malah muncul suruh install kembali,1,negatif
"OTP gk dikirim² dong, udah coba 3 hari. masih belum dikirim",1,negatif
"Seharian coba daftar kode verifikasi ke no hp gapernah masuk"" gimana mau daftar 🤦 Tolong di perbaiki dan mungkin bisa di update ada menu pilihan yang mungkin bisa di pilih jika kode verifikasi tidak masuk"" ke SMS",5,positif
sangat baik,5,positif
Apakah aplikasi ini dapat mencetak riwayat kunjungan ke klinik/RS?,5,positif
trimakasih,5,positif
better,5,positif
sangat baik,5,positif
terrimakasih JKN sy sdh banyak menerima dan merasakan mamfaat dri program yg sdh di berikan dalam kemudahan untuk berobat bagi kaum yg lemah dan sangat bermanfaat sekali bagi kami yg sangat membutuhkan terima kasih,5,positif
Alhamdulillah sangat membantu sehingga tidak terlalu ribet untuk mengantri,5,positif
"Ad-du-duh , Kecewa banget sama ini aplikasi kata dokter nya mempermudah buat tau jam jadwal kontrol nya, pas di download gak bisa masuk. no hp salah lah Email salah lah jadi nya serba salah. dengan sangat hormat tolong di perbaiki 🙏🙈",1,negatif
sangat memuaskan,5,positif
tidak bisa login 👎,1,negatif
"sampah ... daftar susah ya kalau orang dewasa yang daftar .. nah kalau masih anak anak ... pantengin layar Sampek 4 l,5 menit g terjadi apa apa .. busuk .. hampir semua aplikasi dari pemerintah yang saya mau gunakan busuk",1,negatif
mantuuuul,5,positif
mantaf keren,5,positif
good,5,positif
"tolong dong diperbaiki lagi,masak nunggu kode buat masuk karna salah sandi aja nunggu 300 detik,setelah nungguin ternyata ga masukk² kode nyaa haduhhhhh kacau",1,positif
"Bagi yg kesulitan pada saat registrasi mengisi nomor telepon dan email, coba dipastikan pulsa kalian mencukupi ya, soalnya pakai pulsa dari pelanggan untuk mengirimkan kode otp nya. Semoga membantu. 😊",5,positif
ok membantu rakyat Indonesia,5,positif
Good Aplikasi,5,positif
ok lah kalo begitu,5,positif
ok,5,positif
lumanyan baik,4,positif
Sangat membantu saya sekeluarga,5,positif
Dengan adanya aplikasi ini saat mempermudah kami untuk berobat,5,positif
membantu,5,positif
Sangat baik,5,positif
sangat membantu,5,positif
Alhamdulillah,5,positif
mantap,5,positif
baik,5,positif
sangat membantu,5,positif
"mengubah faskes jauh lebih cepat sekarang, cuman identifiksi wajah langsung approve perubahan faskes, terima kasih",5,positif
"kurang paham untuk menyatukan satu kk,dalam satu aplikasi,harus keluar dan daftar baru.",4,positif
"minta kode otp ga dikirim kirim,tolong perbaiki",1,positif
sangat bagus pelayanannya,5,positif
Bagus,5,positif
"coba dulu kasih 5 bintang, siapa tau downloadnya lancar ga muter terus",5,positif
top,5,positif
"ini saya mau ngambil no antrean gak bisa, pdhal surat rujukan masih ada, setiap datang ngambil manual selalu bilang pasien penuh, giliran perawatnya sarankan pake apk ini juga udah di ambil, ujung-ujungnya dibatalin,pdhal jarak RS yg dirujuk itu agak lumayan jauh,ditambah skrg mau ambil no antrean lagi udah ga bisa, sistemnya g jlas,dan skrg gigi saya udah abses,faskes 1 nya ga bisa ngelakuin apa apa lagi,mau pindah rujuk ga bisa trus mau suruh obatin kata mereka alat g lengkap,",1,negatif
maaf boleh misalnya jkn beda kk apakah aplikasi ini bisa d gunakan 2 kk .aplikasi membantu sy minta rujukan n jadwal kontrol ke dokter tepak waktu aplikasi ini the best,5,positif
ribet amat verivikasi email sama hp ga nongol nongol . mau cek email balik ke aplikasi dari ulang lagi,1,negatif
luar biasa..mudah cepat,5,positif
"Setelah ter install, memakan memori 300mb, sangat besar untuk ukuran aplikasi dengan fitur yg minim",3,netral
mempermudah pemindahan data saat pindah domisli,5,positif
kode otp kirim nya lam sampai 17 jam pante,2,negatif
sangat membantu,5,positif
ok,5,positif
sangat membantu,5,positif
"sangat membantu untuk pendaftar, supaya tidak nunggu lama buat pendaftaran",5,positif
aplikasi bagus,5,positif
"ko Mala tidak bisa masuk, padahal sudah masukan nik yg benar",5,negatif
Aplikasi ini sangat simple shg mudah digunakan,5,positif
pelayanan baik,4,positif
terbaik,5,positif
layanan Mobile JKN memuaskan.,5,positif
apk gaje. mau daftar aja susah bgd. kode otp ga kekirim2. pdhl udh berkali kali. dah hapus aja lah,1,negatif
proses pendaftaran susah gagal melulu,1,negatif
"aplikasi gk jelas mau daftar aja susah, suruh verifikasi no hp tapi gk dikirim"" nomor verifikasi nya",1,negatif
aplikasi pemerintah emang pada gabecus. kode verifikasi ajah gamasuk gamasuk tolol,1,negatif
"aplikasi nya rumit, akun selalu ke logout terus dan saat mau login kembali pun susah sangat tidak memudahkan saat proses login akun. tolong di perbaiki",1,negatif
sangat membantu👍🏻,5,positif
SETIAP MAU AMBIL ANTRIAN SUSAH..!!,1,negatif
mantap,5,positif
"bagi yg mau daftar dan sms kode OTPnya tidak lekas diterima,silahkan melakukan pengisian pulsa.karena utk menerima sms kode OTP tsb dikenakan biaya pulsa.utk verifikasi wajah ternyata tidak susah,asal hpnya mendukung. jika terjadi nomer tlp yg tertaut dgn aplikasi ini tiba² berubah sendiri,itu banyak yg mengalami.dan utk yg satu ini saya belum menemukan jawabanya.",2,negatif
jarang bisa berhasil digunakan untuk daftar online. jaraaaaang banget ....,2,negatif
terimakasih kantor BPJS kesehatan jl. tambak atas bantuannya. karyawannya ramah sopan dan baik saya sangat terbantu sekali,5,positif
matap,5,positif
"Buseeeeet... Awal tahun 2025 gak bisa daftar,,, eror terus, Jadwal Dokter TIDAK TERSEDIA Sering erorrrrr",1,positif
"menu pengaduan banyak bug, masa penulisan pesan tidak boleh menggunakan spesial karakter, padahal saya menulis dengan bahasa Indonesia yang benar, mungkin memang sengaja agar tidak ada pengaduan ini",2,negatif
terimakasih telah mambantu,5,positif
"puas,tapi ribet klu tiap bulan harus berurusan dengan pin",5,positif
saya mau masuk gabisa karna nomer TLP yg terdaftar hilang gimana caranya yak? bisa tolong dibantu?,5,positif
susah login vertivikasi nomer susah ga ada sms,1,negatif
"tidak bisa daftar, nomor telpon sudah ada yang pakai",1,negatif
terimakasih kasih BPJS kesehatan sangat membantu,5,positif
aplikasi nyusahin doang,1,negatif
bagus,5,positif
"kenapa harus dari SMS terima kode otpnya, kenapa GK ad pilihan terima kode otpnya dari wa atau SMS sedangkn sebagian org kdang Uda hilang kartunya atau nomor yg sudah tercantum di akunnya, sementara saya kasih bintang 1 dulu KLO suda ad pilihan terima kode otpnya dari wa sama SMS baru saya naikkan bintang 5",1,negatif
cepat dan mudah pelayanannya,5,positif
"berkali kali nyoba mau daftar (bikin akun) kesulitan di kode verifikasinya ngga masuk2, udah nyoba ganti pakai nomorain pun ga masuk. minta kode ulang sama aja ngga masuk",1,negatif
kadang sulit loading nya,4,positif
"sampah bgt habis lebaran bukannya bagus makin gak jelas apk ini, login sampe coba di 2 perangkat android dan ios gak bisa login semua tombol login gak fungsi",2,positif
Baik,5,positif
sudah 4 jam saya nunggu kode verifikasi lewat no hp tapi gak muncul2,1,negatif
good,5,positif
bagus pelayanan nya makasih jkn,5,positif
aplikasi ini tidak rasional justru unefisien dan mempersulit untuk akses berobat. pemerintah harusnya membuat mudah orang berobat ke Paskes manapun.,1,positif
"aplikasi jelek, masukkan no hp buat nunggu kode otp gak masuk²",1,negatif
"app apaan nih, udh daftar sebelum hari H, tautau ngebug, dan dapat antrian tidak sesuai. menyusahkan.",1,negatif
sangat bermanfaat,5,positif
"Ini gmn mau daftar buka dilaptop minta install ke HP, pas diklik HP yg mau di isntal gk bisa di klik",1,positif
"aplikasi gak jelas banget mau masuk aja susah minta ampun,tolang di benahi dong ,sudah 2 hari tapi gak bisa login "", bikin ribett aja,gak jelas bangetttttttt hapus aja mending aplikasi gak jelas ini lemotttttt",1,negatif
good job,5,positif
"pinjam hp orang tua untuk mobile jkn, karena aplikasi nya minimal android 8, hpku android 7, lalu terdeteksi buka di perangkat lain",1,negatif
"aplikasi ga jelas cuma nyusahin ga bermutu, udah coba daftar pake hp saya dan nik saya tapi anak saya ga masuk aplikasi padahal masih 1 KK nyoba daftar lagi pake nik anak hp anak no baru, pas buka aplikasi ada gambar tanda gembok semua ga bisa dibuka tulisannya belum verifikasi padahal jelas2 udah verifikasi pulsanya juga baru di isi, nyoba lagi verifikasi tapi tulisannya nomer hp kosong astagfirullah tobaaaatdah coba aplikasi perbaiki bikin versi lebih canggih kaya aplikasi orang2 luar gitulohh",1,positif
sangat membantu,5,positif
good,5,positif
korup korup,1,negatif
bagus,5,positif
Okeh,5,positif
so far so good,5,positif
mantap,5,positif
manatap,5,positif
bagus,5,positif
gak bisa daftar,5,positif
sangat membantu 👍👍,5,positif
sangat bagus,5,positif
terbaik,5,positif
sangat membantu,5,positif
Suami Istri bekerja. masing harus membayar Iuaran. jadinya double. Padahal klo pegawai 1 kartu bisa menangung Istri fan Anak. SUNGGUH TERLALUH,1,negatif
"aplikasi g ada gunanya sama sekali. kalau g niat g ush bikin aplikasi, ribet buruk, masa katanya offline... jelas² paket data aktif, nomor nik salah... terus. harus d ulang berapa kali. hapusin ajalah aplikasi g ada gunanya gini.",1,negatif
ok,5,positif
"Hp tdk support, padahal yg lama bs download. Gmn dong solusinya? hp ganti baru bisa download lagi...",5,positif
bagus. update terus,5,positif
😊,5,positif
lebih Mudah,5,positif
ini gimana daftarnya? kode otp sms ga terkirim2 smpe bbrp kali jg gapernah terkirim. solusinya dong,1,negatif
bagus,4,positif
urusan perubahan di aplikasi cepat dan gampang di pahami,5,positif
pelayanan untuk KJP BPJS buruk di batasi dan di lama lamain,1,negatif
Sudah booking online tapi giliran di faskes suruh daftar ulang.,1,positif
pelayanan yang baik,5,positif
praktis dan cepat,5,positif
kok aku daftar kode otp ku ngk kuat2 terkirim sih yang nmor hp punya pdhl sdh betul nmor ku itu😐 gimana sih sudah bikin ulang2 kali tetap aja ngk kuat2 di kirim kode nya🙄,1,positif
sippp,5,positif
"katanya cara mudah akses, gini mudah ya? verif wajah udah bener smpe firaun hidup lagi jg gbsa, mau verif nomor telepon? Gilaaa keren nih app, ga ada kode nya samsek nyoba 3 nomor gaada kode nya smwua🫢😂",1,positif
Mobile JKN memudahkan tata cara berobat dan pelayanannya bagus asal data lengkap,5,positif
sangat membantu,5,positif
"mau daftar aplikasi aja susah banget, mentok pas di no hp kode otpnya ga dikirim2 🫣",2,negatif
tambah mudah,5,positif
"banyak bug terutama saat perubahan data penambahan no HP susah,metode verivikasi tidak muncul",2,negatif
aplikasi banyak error daftar ke faskes 1 aja susah banget ngisi di kolom keluhan nya selalu salah dan tdk bisa .,1,negatif
good,5,positif
kenapa tidak bisa menambahkan anggota baru padahal data Kartu Keluarga sudah terdaftar di kantor capil?,4,negatif
ok,5,positif
semakin baik,5,positif
"kemarin saya sudah buat BPJS baru, untuk istri udah terdaftar di jkn,udah bayar juga ko sekarang engak ada terdaftar hilang di ap jkn tolong di perbaiki,biar bintang y saya isi full",3,netral
untuk ulasan sudah berkunjung tidak bisa di apply tolong di perbaiki,3,netral
ok sangat membantup,5,positif
Baik,5,positif
top,5,positif
good job jkn....,5,positif
keren,5,positif
kode otp nya gak pernah di kirim,1,negatif
"gak bisa daftar muter"" disitu"" aja. masukin no hp pesan verifikasi nya gak ada dikirim ber kali"" ganti no tetep jg hasil nya gak bisa. tlng dong diperbaiki apk nya",1,positif
ok,5,positif
oke,5,positif
bagus,5,positif
aplikasi beraat,1,negatif
sangat membantu dengan mudah,5,positif
sangat mempermuda dan membantu,5,positif
Goblog mempersulit SKCK harus pake BPJS tolol,2,negatif
"sangat membantu,praktis dan mudah",5,positif
sangat membantu,5,positif
mudah melakukannya,5,positif
saya berterimakasih atas proses perubahan data,5,positif
bermanfaat,5,positif
Benerin dong aplikasinya... Masak mau verifikasi wajah susah betul... Tolong cari developer yang kompeten dikit lah...,1,negatif
sangat membantu banget👍👍👍,5,positif
pemerintah banyak aplikasi bukan nya jadi gampang sat set malah ribeut,1,negatif
"aplikasinya keren, mempermudah semua urusan",5,positif
bagus,5,positif
good aplikasi,5,positif
goodd,5,positif
lebih lengkap,5,positif
lebih mudah akses,5,positif
fast respon good,5,positif
"aplikasi gak beres. verifikasi no hp yg didaftarkan malah kosong. kirim otp untuk verifikasi karena keterangan nomor kosong malah otp dikirim ke nomor yg gak jelas. verifikasi wajah anak sy gagal terus, verifikasi lewat email tidak bisa harus lewat nomor hp. mau rubah data lewat link dari Pandawa harus foto KTP, sedangkan anak sy masih SD belum punya KTP. aplikasi ribet sedunia",1,negatif
sangat membantu,5,positif
ok,5,positif
"Parah banget, udah di download. langsung daftar pas masukkan no telpon udah 100x ga bisa-bisa. Tolong pengertian nya dong. Kalo begini siapa yang mau download aplikasi nya, kalau ga butuh ga perlu download nya",1,negatif
top,5,positif
sangat membantu,5,positif
aplikasi yang sangat bermanfaat,4,positif
"otp sms ga masuk2 mau diulang 10x juga percuma, blm pernah daftar tp nomor udh digunakan gmna ceritanya",1,negatif
mantap,5,positif
mantabb....,5,positif
Kenapa sih mau daftar aja susah kode otp ga masuk masuk padahal jaringan bagus,3,netral
bagus,5,positif
sangat puas dan lengkap,5,positif
bagus,5,positif
kalo bisa jangan satu bulan sekali update nya. sehari sekali kalo ga tiap jam harus update. sekalian tiap menit update. nambah mempersulit pengguna aja,1,negatif
sangat mudah di akses,5,positif
apk ga gunaaa mempersulitt bikin darah tingi !! apaan daftar susah banget banget bangett sampe pusing verivikasi wajah 1000x juga ga bakal bisa !! kode verivikasii ga di kirim ribettt ga gunaa,1,negatif
"verifikasi wajah susah kali, aplikasi nyo klo ga support verifikasi wajah jgn di bikin aturan kayag gtu",1,negatif
nice,5,positif
Respon aplikasinya cepat,5,positif
top,5,positif
"verifikasi kode otp pake no hp nya lama banget, ga dapet"" kode. busukkk, mana kalo mau minta lg hrs nunggu 2mnt++ KELAMAAN.",1,negatif
bagus,5,positif
oke,5,positif
cepat dan tepat untuk pelayanannya sangat membantu lami,4,positif
bermanfaat,5,positif
siiiip !!!,4,positif
mantap,5,positif
"Buka aplikasi malah Sruh masuk lagi pake pasword,Nik,capcta.pdhl smua sudah sesuai tp di blng nya salah password/Nik.ampe di instal ulang aplikasi nya tkt mnta versi terbaru tetep aja gak bisa pdhl saya mau brobat ya ampun udah sakit di bikin sulit udah byr pula tiap bln 😫",1,negatif
"Busuk, aplikasi sial, buang² duit, verifikasi semua jelas tetap saja Gagal. bukannya dipermudah tapi dipersulit.",1,negatif
mau verifikasi wajah sampai ulang berhari-hari tidak bisa,1,negatif
HP saya tidak bisa menampilkan halaman verifikasi wajah secara penuh karena dialog box terpotong dan tidak bisa di-scroll up. Jadi tidak bisa daftar. Adakah solusi selain ganti HP?,1,negatif
"Saya dari 2 hari yang lalu sudah mengunduh aplikasinya. Dan disaat daftar akun pada bagian verifikasi nomor telepon memiliki kendala. Dari 2 awal saya unduh dan daftar sampai sekarang kodenya belum terkirim juga. Saya sudah coba berkali-kali tetap saja hasilnya zonk, saya sudah sangat ingin cepat mengurusnya karna saya ingin berobat, tapi karna kendala tersebut saya jadi menundah pemindahan faskes lagi.",1,positif
okeeee,5,positif
kadang bisa langsung daftar online kadang ngadat🙈,4,positif
Easy using nice,5,positif
bukan nya mempermudah mempersulit orang berobat aja di susah kan tolong lah jangan di persulit kan,1,negatif
Nice,5,positif
alhamdulilah dengan adanya JKN MOBILE semua pasilitas ke butuhan yg di gunakan sangat membantu dengan mudah dan cepat serta pelayanan nya memuaskan.,5,positif
"ribet amat bang apk nya,",1,negatif
GOOD Aplikasi,5,positif
baik,5,positif
oke cepat bagus,5,positif
"Masuk IGD tgl 4/4/2025 malam dg keluhan sesak nafas. Setelah di ronsen ternyata ada cairan di rongga dada/paru2. Tgl 6/4/2025 di lakukan tindakan mengeluarkan cairan di ruang operasi. Alhamdulillah lancar dan tgl 10/04/2025 sudah bisa pulang. Walaupun masih suasana lebaran, ternyata dokter umum, dokter bedah, perawat, radiologi, laboratorium, farmasi dan lain-lain tetap siaga melyani pasien yg sakit. Terimakasih banyak🙏",5,positif
APLIKASI SAMPAH BANTU ORANG TUA VERIFIKASI WAJAH UDAH COBA SAMPAI BEKALI KALI MASIH AJA GAGAL. SEDANGKAN MAU DAFTAR PERIKSA/KONTROL/MINTA RUJUKAN DITOLAK RUMAH SAKIT HARUS PAKAI MOBILE JKN. GILIRAN COBA DAFTAR KOK MALAH DIPERSULIT. MIKIR APA ENGGA YANG BUAT APLIKASI INI. BIKIN RAKYAT KECIL MAKIN SUSAH AJA.,1,negatif
mempermudah segalanya,5,positif
"Erina Dewi, seorang perawat, berbagi bahwa sebagai peserta mandiri, ia merasa puas dengan pelayanan yang diberikan oleh fasilitas kesehatan (Faskes). Ia tidak mengalami hambatan saat menggunakan layanan meskipun berobat di Faskes yang berbeda dari yang terdaftar. Semua biaya, termasuk konsultasi dan pengobatan, ditanggung oleh BPJS Kesehatan, sehingga mengurangi beban finansialnya.",5,positif
bagus,5,positif
"mintak saran nya dong,sya gak bisa masuk ke akun JKN karna udah lebih dri 3 nik yg masuk",3,netral
agak ribet,5,negatif
Apk ini bagus tapi sekarang kenapa suka keluar sendiri jadi mau masuk harus lihat nik lagi harus masuk lagi...agak ribet jadi nya kalau dulu kan tidak seperti itu tidak keluar akun dengan sendiri nya,5,positif
mudah diakses dan user friendly,5,positif
sangat baik,5,positif
aplikasi yg sangat membantu dalam proses pendaftaran antrian ke layanan BPJS kesehatan faskes 1 dan lanjut,5,positif
sangat memudahkan terimakasih JKN,5,positif
..beban,4,positif
josss,5,positif
kenapa saya ga bisa liat info riwayat pelayanan?,3,netral
sering error ketika akan melakukan pendaftaran,2,negatif
baguss,5,positif
terimakasih karena aplikasi ini amat sangat membantu. terimakasih banyakkk,5,positif
apk.keren tapi sayang tidak dapat merubah perpindahan bpjs,5,positif
sangat membantu sekali trimakasi,5,positif
"Sangat membantu, kedepan harus lebih teliti dalam Pelayanan Faskes karna Banyak Rumah Sakit yg seenaknya membuat aturan tentang Biaya biayanya",5,positif
kini pelayanan peserta bpjs makin mudah dan cepat,5,positif
ok,5,positif
"aplikasi nyusahin, harus daftar aja verifikasi wajah butuh waktu 1jam, itu verifikasi apa shooting",1,negatif
sangat membantu,5,positif
sangat mudah di gunakan,5,positif
susah buat ambil antrian,1,negatif
mantap...sangat Membantu sekali...,5,positif
payah aplikasi samph,1,negatif
terbaik,5,positif
sangat bagus sekali,5,positif
sangat membantu dalam proses berobat,5,positif
"kenapa mau daftar otp nya ngga ada melulu, pdhl udh brp kli pakai no baru ,",1,negatif
"kenapaa jadi ngga bisa dibuka, tolong diperbaiki device sya Poco x3 GT",1,positif
Mudah dipahami dan digunakan,5,positif
"Semua jadi lebih mudah, Mantap",5,positif
mantap,5,positif
sangat puas,5,positif
semoga sehat2 selalu,5,positif
kode verifikasi nungguin lama bgt cok kgk dikirim kirim.,1,positif
masa mau cek identitas diri tidak bisa dan tidak bisa melihat kartu bpjs padahal sudah terdaftar,1,negatif
cepat dan cekatan untuk aplikasi jkn,5,positif
jelek sekali Skrang aplikasi nya.....mau merubah paskes aja susah mau masuk .... hadehhh,1,negatif
mempermudah akses pelayanan kesehatan,5,positif
bagus,5,positif
mantap,5,positif
mantap,5,positif
"setiap mau pake finger print tidak sesuai terus padahal pas aktifkan fitur finger print bisa ehh pas ke dua kali malah tidak sesuai padahal masih jari yg sama, masa harus masukin nik lagi sama pw memakan waktu banget",1,negatif
ok,4,positif
mantul,5,positif
👍👍👍,5,positif
good,5,positif
membantu sekali aplikasi mobile jkn ini,5,positif
masih baru percobaan,4,positif
Aplikasi nya terlalu berat dan loading lama sekali... untuk update kedepannya... coba lah untuk dibuat supaya lebih ringan.,1,negatif
aplikasi nyusahin,1,negatif
minta nomor HP tapi notifikasi verifikasi tidak muncul di pesan. tolong di bantu,1,positif
sangat membantu,5,positif
sangat luar biasa Pelayananya .BPJS kesehatan Sumba Tengah,5,positif
buat sistem apk dan persyaratan nya bisa ga yg simpel? ribet banget heran sistem,3,negatif
ok,5,positif
pelayanan cepat dan responsif,5,positif
sangat membantu dan mudah mengikuti walaupun saya pengguna pertama,5,positif
mantap,5,positif
"APLIKASI AMPAS !!! MINTA OTP UDAH LEBIH DARI 5X PERCOBAAN MASIH GA TERKIRIM , APA SEMUA APLIKASI PEMERINTAH KUALITAS NYA SEPERTI INI ???",1,negatif
"mau batal antrian periksa tidak bisa,",3,negatif
cepat,5,positif
tidak bisa di gunakan,1,negatif
"pengguna Baru, verifikasi OTP dan Autentikasi sering error 🇮🇩😂✌️",5,negatif
Membantu,5,positif
Sangat membantu,5,positif
"Sejelek ini apk resmi pemerintah, mau update saja susahnya minta ampun. padahal sinyal bagus semua, tapi sudah dicoba berulang ulang tetep saja belum hisa update. kenapa ya? apakah SDM pengelola apknya yg tdk professional? atau kenapa?",1,negatif
ok,5,positif
sudah bagus.cuma kadang sering eror klu buat daftar berobat muncul anda belum terdaftar tolong tingkatkan.,5,positif
aplikasi yg sangat berguna,5,positif
"VERIFIKASI WAJAH ERROR, TIDAK BERFUNGSI, OTP GAK MASUK-MASUK .. GILIRAN KE KANTOR TETEP SURUH KE APLIKASI KAN ANEH",1,negatif
min kok kode otp gak kekirim2 lewat no telpon,1,positif
bagus layanan cepat,5,positif
mantap,5,positif
sangat bagus,5,positif
sangat informatif datanya update fitur lengkap,5,positif
lumayan memudahkan pengurusannya,5,positif
Bagus,5,positif
sangat mudah,5,positif
mau ganti no hp susah nya minta ampun ada segala KENDALA SERVER,1,negatif
simple,5,positif
terimakasih.,5,positif
sangat membantu,5,positif
"aplikasi tidak berguna, mau daftar aja susah (antrean tidak valid). sudah mengajukan pengaduan malah disuruh daftar manual atau wa rs terkait. sedangkan di rs tdk bisa daftar melalui wa jika pasien bpjs. percuma download aplikasi kalo ujung2nya daftar manual",1,negatif
bgus mudah digunakan,5,positif
Gmna ini sdh bbrp hari tdak bsa ambil antrian online! Apl gak guna!,1,negatif
sangat membantu..,5,positif
mantap,5,positif
keren,5,positif
"Verifikasi wajah gak jelas, saya daftar nomor 0811 kok malah ke ganti jadi 0821 sih gak jelas juga. mau ganti nomor juga gk bisa, soalnya blm punya ktp APA² DIPERSULIT 👎👎👎👎 Dengerin lah feedback yg ada di PlayStore jgn dikit² ke email.",1,positif
bagus petugas nya,5,positif
"sudah diinstall ngabisin paket data, proses selanjutnya tidak bisa. install ulang lagi, saat mau foto biometrik tidak bisa lanjut dan tida ada petunjuk",1,negatif
sampah,1,negatif
sangat bagus aplikasi mendukung semua untuk berobat,5,positif
"aplikasi bagus, mudah penggunaannya, terimakasih",5,positif
mantab simple,5,positif
asoka 2 pelayanan nya buat pasien sangat baik trimakasih,5,positif
ok,5,positif
verifikasi sangat sulit hanya lewat nomer telpon terdaftar dan menunggu smsnya sangat lama juga belum tentu dapat sms Tolong diperhatikan lagi supasa proses verifikasi dipermudah,1,positif
good,5,positif
apalikasi nya gagal terus masukin nomor telepon. padahal sejak awal cuma pakai 1 no. tlp itu aja. tp ga bisa bisa,2,negatif
mantap jiwa,5,positif
Untuk aplikasi pemerintah good lah,4,positif
alhamdulillah lancar,5,positif
bagus,5,positif
"kenapa aplikasi ini OTP nya lama 300 detik, dan 10 kali kirim ulang tidak juga muncul OTP nya. biasanya OTP itu dikrim hanya dalam beberapa detik. apakah OTP nya dikirim manual oleh operator.",1,negatif
sangat baik,5,positif
sangat membantu,5,positif
lebih mudah di gunakan,5,positif
memudahkan untuk berobat,5,positif
ok,5,positif
"bagaimana ini, sekarang untuk daftar kontrol malah makin susah, makin aneh aja peraturannya, eror mulu tiap mau daftar gagal, PAYAH tolong segera dibenarkan agar tidak menyusahkan pengguna",1,negatif
sangat tidak bagus aplikasinya nga jelas sering error ngelek parah,1,negatif
ribet tidak bisa di semua hp android,1,negatif
sangat bagus😍😍,5,positif
Udah update gak bisa login parah.. sementara mau berobat mesti pake ini daftarnya ..sial ribet banget sih.. ni gimna sih gak bisa login.. klo tidak bisa memberikan yang terbaik lebih baik hapus aja aplikasi nyusahin orang,1,negatif
sangat membantu,5,positif
trims jkn .sukses sll,5,positif
mantap,5,positif
bertele tele ribet mkin ruwet bukanya bantu supaya lbh mudah dlm pemeriksaan mlh ini menghambat birokrasi ruweet,1,negatif
sangat membantu,5,positif
bagus banget,5,positif
ngebantu banget pas aku lahiran,5,positif
sangat baik,5,positif
ok,5,positif
saya beberapa x susah masuk nya kalo beda hp tolong kalo bikin apk itu yg jelas ga usah ribet juga x,1,negatif
"kebiasaan aplikasi pemerintah ngampas, masa daftar pake 4 nomer beda beda kode otp ga dikirim kirim",1,negatif
aplikasi sangat cepat dan bermanfaat,5,positif
cuman mau ganti sandi aja susah banget sinyal bagus pulsa oke tapi ga ada kirim kode gaje apk,2,negatif
saya dowldo tapi setiap udah sampe 99 persen balik lagi ke awal dowld ulang terus bagaimana si ini aplikasi,1,negatif
"mau daftar gak bisa,verifikasi wajah gagal terus.kode otp ditunggu gak dikirim2. aplikasi menyulitkan peserta BPJS.",1,negatif
Bagus,4,positif
sangat membantu,5,positif
membantu 👍,5,positif
tiap bulan update terus?,1,negatif
nuhun,5,positif
