score,at,content,label
5,2025-04-20 04:04:13,sangat membantu,positif
5,2025-04-20 03:04:18,mantul,positif
1,2025-04-20 02:58:57,ada layanan pengaduan tetapi tidak ada tindakan lebih lanjut mengenai kendala!..!!!,negatif
5,2025-04-20 02:51:51,"Baru saya pake buat perubahan data, Alhamdulillah lancar nggk ada problem, semoga nggak pernah ada kendala kedepannya",positif
5,2025-04-20 02:46:17,aplikasinya keren dan membantu,positif
5,2025-04-20 02:42:10,sangat mudah,positif
5,2025-04-20 02:25:05,good,positif
5,2025-04-20 02:03:59,Dengan adanya apk ini memudahkan kita untuk melakukan sesuatu hal tanpa harus antri.mudah dan cepat,positif
5,2025-04-20 01:22:09,trimakasih para dokter dan perawat yang telah melayani sepenuh hati dengan keramahan dan kesabaran♡♡♡♡♡,positif
5,2025-04-20 00:56:54,alhamdulillah perubahan data sangat memudahkan,positif
3,2025-04-20 00:38:49,Knp hanya bisa digunakan max 3 NIK?,netral
5,2025-04-20 00:28:02,aplikasi sangat berguna,positif
4,2025-04-20 00:16:22,udah punya surat kontrol tp daftar faskes lanjutan gak bisa. pdahal srt kontrol msih berlaku. gimana ini aplikasinya ?,positif
5,2025-04-20 00:02:47,sangat membantu,positif
5,2025-04-19 23:24:52,sangat membantu,positif
2,2025-04-19 23:21:39,"aktivasi susah. otp tidak d kirim. padahal masa aktif SIM panjang, pulsa juga ada, kekuatan jaringan juga strong. tolong d perbaiki.",negatif
5,2025-04-19 23:02:09,"untuk perubahan iuran di aplikasi sangat mudah, perubahan berlaku 1 tahun",positif
1,2025-04-19 22:58:37,"APLIKASI SAMPAH, TIDAK JELAS!",negatif
5,2025-04-19 21:22:18,"Perbaiki rating ""Info Riwayat Pelayanan"" karena lama sudah tidak bisa kasih bintang dari riwayat berobat, jika tidak dikasih bintang dalam 7 hari harusnya otomatis bintang 5.",positif
5,2025-04-19 20:11:54,ok,positif
3,2025-04-19 18:58:19,kenapa kartu kis sy nggk bisa aktif kok syaratnya harus rawat inab dulu km org nggk mampu tapi tiap berobat di puskesmas tetap bayar,positif
5,2025-04-19 18:50:43,bagus,positif
5,2025-04-19 16:25:41,sangat membantu,positif
5,2025-04-19 15:54:39,ok,positif
1,2025-04-19 15:53:04,"Buang-buang anggaran aja, mau verifikasi face aja susah gak bisa-bisa",negatif
5,2025-04-19 15:51:45,aplikasi sangat membantu,positif
4,2025-04-19 15:47:31,oke. lancar,positif
5,2025-04-19 15:34:11,mudah dalam penanganan.. mantapp sukses dan makin bermanfaat buat masyarakat,positif
5,2025-04-19 15:07:54,sangat membantu,positif
1,2025-04-19 15:03:03,kode otp tidak masuk2 padahal udah mau menyelesaikan pendaftaran 😭 SIM card Masik aktif,negatif
5,2025-04-19 14:59:26,mudah bagus,positif
5,2025-04-19 14:47:50,bagus banget bisa ngebantu,positif
5,2025-04-19 14:46:42,good,positif
5,2025-04-19 14:40:40,Terimakasih Jkn sangat membantu.,positif
1,2025-04-19 13:42:18,"Admin, kenapa Akun Nomor HP saya sudah ada yang dipakai padahal sejak pertama lahir bpjs saya tidak pernah ikutan. Lalu pas buka JKN ini kenapa ada nama 3 orang tidak kenal ?",negatif
5,2025-04-19 13:30:19,ok,positif
5,2025-04-19 13:26:21,aplikasi cukup baik,positif
5,2025-04-19 13:17:00,Mantaps,positif
3,2025-04-19 13:03:57,"knapa ssah login,,udah d perbarui mlah gk bsa masuk,kode otp gk muncul2,pke email ktanya email slah pdahal wktu dftar jga pke email itu,,bngung lahhh gk ngertiiiiiiiiiii",netral
1,2025-04-19 12:56:13,jadwal praktek di aplikasi tidak sesuai dengan jadwal dirumah sakit.,negatif
5,2025-04-19 12:53:32,pake bpjs selalu tdk d utamakan,positif
5,2025-04-19 12:38:57,👍,positif
5,2025-04-19 12:35:41,baik,positif
5,2025-04-19 12:27:56,lancar,positif
5,2025-04-19 12:27:13,memudahkan pasien untuk berobat,positif
5,2025-04-19 12:15:57,ok,positif
5,2025-04-19 12:00:59,aplikasi cepat...cuma updatenya yang lama...,positif
5,2025-04-19 11:54:16,terimakasih mobile JKN menurut saya ini sangat membantu. oh iya mohon cepat di update yaa verifikasi data yang ganda...karena saya sudah melakukan perbaikan/perubahan data di PANDAWA JKN... sukses selalu buat mobile JKN . sekali lagi terima kasih banyak 🙏,positif
5,2025-04-19 11:46:40,God aplikasi,positif
5,2025-04-19 11:42:03,mantap,positif
5,2025-04-19 11:25:22,bagus,positif
5,2025-04-19 10:58:55,"Pelayanan Bpjs kesehatan baik di puskesmas maupun rujukan ke rumah sakit sangat bagus. smg trs ditingkatkan pelayanan nya yg jauh lbh baik kedpn dg fasilitas kesehatan yg bgs, tenaga medis dan dokter yg profesional serta perbanyk lagi jadwal praktek dokter"" yg hebat di bidang nya",positif
1,2025-04-19 10:44:27,mau login kode captcha tidak muncul,negatif
5,2025-04-19 10:29:25,sangat membantu,positif
3,2025-04-19 10:27:42,"percuma ada antrian online , tetep saja yg datang lgsg didahulukan",netral
1,2025-04-19 10:22:10,"verifikasi ter ""verifikasi terlalu susah",negatif
3,2025-04-19 10:00:00,"verifikasi melalui nomer cukup rumit, sering terjadi error",negatif
5,2025-04-19 09:49:20,mantab,positif
5,2025-04-19 09:40:14,bagus pelayanan nya,positif
1,2025-04-19 09:38:19,"saya menyesal instal aplikasi nya masalah kode dari hp gak masuk2 udah 12x percobaan,gdak masuk aplikasi buruk",negatif
5,2025-04-19 09:36:29,bagus,positif
1,2025-04-19 09:33:30,tiap masukan nik ga bisa tidak sesuai padahal udah benar ini gimana seh,negatif
5,2025-04-19 09:22:04,"Aplikasi yang memudahkan peserta BPJS, keren & TOP",positif
1,2025-04-19 09:04:23,apk nya susah ketika mau login lupa sandi .apk ini tidak mengirimkan kode verifikasi atau otp di tunggu sampe kapanpun kode gak di kirim kocak ni apk .butuh cpt malah memperlambat .mnding ga adain ni apk .hidup di persulit aja dengan kek ginian,negatif
5,2025-04-19 08:52:31,layanan cepat meskipun hari libur nasional,positif
5,2025-04-19 08:48:24,mantapp,positif
5,2025-04-19 08:21:56,mudah & sangat brmanfaat di gunakan...,positif
5,2025-04-19 08:08:00,ok,positif
3,2025-04-19 07:57:36,"terlalu sering update aplikasi, dan pada saat update harus masuk ulang, jadi ribet, dan kalau lupa email dan password makin sulit, harus dipermudah lagi, jgn dibikin ribet",netral
5,2025-04-19 07:50:17,Terima kasih JKN memudahkan kami dalam pelayanan kesehatan.,positif
5,2025-04-19 07:46:10,"mudah, cepat",positif
5,2025-04-19 07:08:20,ok punya,positif
5,2025-04-19 06:35:07,good job,positif
5,2025-04-19 06:17:08,terima kasih,positif
5,2025-04-19 06:09:48,ko susah di buka y,negatif
3,2025-04-19 06:06:10,otp masuk terlalu lama sehingga selalu gagal verifikasi.. speak hp bagus terbaru kartu masa aktif panjang..,netral
2,2025-04-19 06:01:39,"kode otp gk di kirim2 ampun dah, padahal no aktif jaringan bagus. apa yg salah woyyy, udah ganti no satu lagi tetep gk di kirim2😤 di cek versi server error mulu, tolong tingkatkan lagi performa apk ini secepat dan sebaik mungkin. terimakasih",negatif
1,2025-04-19 05:49:48,menurut aku kurang jadi aga susah harus login kembali padahal saya sudah masuk pas mau login lagi malah susah tolong di perbaiki ya saya sangat butuh sekali,negatif
5,2025-04-19 05:40:08,Aplikasi ini Sangat Membantu,positif
5,2025-04-19 05:28:55,mudah2an gampang trus aplikasinya,positif
5,2025-04-19 05:26:04,memudah untuk kita semua yg berhubungan dg pindah faskes,positif
1,2025-04-19 05:25:03,"aplikasi ga guna, RS nyuruh daftar lewat jkn mobile kalau mau kontrol. eh pdhl jadwal udah sesuai aplikasi tp sampe sana udah tutup pendaftarannya, petugasnya bilang jangan pake aplikasi ini sebagai patokan. alamak ga guna amat mending hapus nih aplikasi",positif
4,2025-04-19 05:19:59,kok nama peserta tiba tiba gk ada didaftar .. kartu peserta tadinya 3 orang jadi 2 orang,positif
1,2025-04-19 05:05:54,buat perbaharui aplikasi susah banget,negatif
5,2025-04-19 04:59:07,mempermudah hidup 😌,positif
5,2025-04-19 04:50:31,Sangat membantu dan cukup puas sejauh ini,positif
1,2025-04-19 04:48:45,"aplikasi sampah, tidak dapat mengirim kode verifikasi",negatif
5,2025-04-19 04:39:46,mantap,positif
5,2025-04-19 04:39:04,memudahkan,positif
5,2025-04-19 04:38:21,"maaf sudah salah paham. ternyata kode otp nomor sebetulnya bisa.. nomor harus ada fulsanya , setelah aku coba isi fulsa dan benar kode otp langsung d kirim terima kasih. sangat membantu 👍👍",positif
5,2025-04-19 04:20:50,bagus aplikasi nya,positif
5,2025-04-19 04:19:32,bagus,positif
5,2025-04-19 04:09:39,bagus banget,positif
5,2025-04-19 03:51:28,good,positif
5,2025-04-19 03:48:44,"oke,, sangat membantu",positif
5,2025-04-19 03:43:44,mudah daftarnya,positif
5,2025-04-19 03:40:50,lebih di tingkatkan apk nya,positif
1,2025-04-19 03:28:03,"Aplikasi Sampah, diwajibkan verifikasi no hp tapi otp nya aja gak dikirim, gmn si hadeuh, sampah banget",negatif
5,2025-04-19 03:22:54,mantab sekali,positif
5,2025-04-19 03:06:01,Mantap,positif
1,2025-04-19 03:02:38,"nomor otp tidak dikirim , nomor tlpn masih aktif .",negatif
1,2025-04-19 03:00:53,Pengenalan wajahnya JELEK. Verifikasi wajah gak bisa-bisa. DARI DULU. Apa developernya nggak digaji ya jadi erornya nggak diperbaiki,negatif
1,2025-04-19 02:47:43,"nomor telfon yg ku masukan sudah bener, nomor juga masih aktif, sinyal lancar tapi ngirim kode otp aja susah banget aplikasi ini, sampe harus berkali-kali bahkan sampe ganti nomor pun tetep gak mau di kirim, heran.",negatif
1,2025-04-19 02:34:40,"saya ga ngerti..maunya jkn mobile ini gemana..??saya mau login susah, perubahan lewat Pandawa malah resultnya katanya saya ga terdaftar di KK, harus hubungi disduk..padahal saya sudah masuk KK yg SMA selama 8tahun..kok bisaaaaaa...lieurrr..saya kasih bintang 1...sangat mengecewakan..!!!",negatif
5,2025-04-19 02:34:25,untuk saat ini memuaskan,positif
1,2025-04-19 02:27:38,aplikasik busuk dikit2 update..parahh..yang harusnya mempermudah jadi malah mempersulit..,negatif
5,2025-04-19 02:19:57,terima kasih,positif
1,2025-04-19 02:17:34,"Mau merubah faskes tapi gabisa dipencet:( tolong perbaiki ya jangan dipersulit, permudah masyarakat",positif
5,2025-04-19 02:16:01,mantap,positif
1,2025-04-19 02:14:59,"Masih ada bug, sering error, klo jadi developer yg bner bro, jgn makan gaji buta",negatif
5,2025-04-19 02:08:45,sangat mudah menggunakan nya,positif
5,2025-04-19 02:04:12,Bagus dan membantu sekali,positif
2,2025-04-19 02:00:21,Terlalu ribet,negatif
1,2025-04-19 01:57:44,"Aplikasi yang harapan awalnya membuat gampang setelah didownload membuat pusing.Selalu saja ada masalah yg rumit.Kegagalan menyimpan data, menulis chapta dll adl hal sepele yg seharusnya sdh dibenahi dr masukan netizen.Saya terpaksa memberi B1 , suatu saat akan saya ubah jadi B5 kalo benar² sdh tdk bermasalah",negatif
5,2025-04-19 01:57:06,sangat membantu masyarakat,positif
5,2025-04-19 01:56:12,"program terbaik pemerintah .. the best Mobile JKN, sangat mudah di gunakan",positif
5,2025-04-19 01:48:53,terimakasih jkn sangat ngebantu,positif
5,2025-04-19 01:40:17,semua lebih mudah dengan aplikasi mobile JKN,positif
5,2025-04-19 01:40:05,mempermudah untuk pendaftaran,positif
5,2025-04-19 01:34:04,"mudah-mudahan semua data aman,...",positif
2,2025-04-19 01:32:14,"lupa sandi mau verifikasi masukkan Email bener dibilang salah, pakai nomor hp gak dikirim-kirim OTPnya",negatif
1,2025-04-19 01:20:17,ngeri bet ngeri ngeribetin,negatif
1,2025-04-19 01:16:08,aplikasi gak guna,negatif
1,2025-04-19 01:12:28,"Mau ganti faskes gk bisa2,pas mau klik wilayah gak muncul2 pilihan wilayahnya. Pas buat akun juga verifikasi wajah berkali2 baru bisaa.",negatif
5,2025-04-19 01:08:41,lanjutkan......kemudahan anti ribet,positif
5,2025-04-19 00:52:11,"tambah maju, semoga semakin meningkat pelayanan di jkn dan pelayanan puskesmas",positif
1,2025-04-19 00:50:06,"Aplikasi apaan ini,minta kode otp lewat nomor telepon,tidak muncul sama sekali",negatif
4,2025-04-19 00:41:20,layanan baik..,positif
5,2025-04-19 00:35:23,ok,positif
5,2025-04-19 00:32:32,baik,positif
5,2025-04-19 00:19:14,bagus,positif
5,2025-04-18 23:56:55,good aplikasi,positif
5,2025-04-18 23:55:10,aplikasi sangat membantu,positif
1,2025-04-18 23:34:15,pepek aplikasi apo ini merepotkan orang jalan pendafataran susah nian banyak nian gaya bukan menolong warga orang susah macam sayo ini bikin sakit kepalo pendaftaran dio nih .. dak guno kalo untuk menyusahkan orang.,negatif
5,2025-04-18 23:07:25,puas dgn aplikasi ini .,positif
5,2025-04-18 23:04:37,Sangat bermanfaat,positif
5,2025-04-18 22:46:25,sip daftar berobat dan lain nya jadi mudah,positif
1,2025-04-18 22:08:13,kalau ada yang mudah kenapa di persulit,positif
4,2025-04-18 21:53:38,Sudah ada perbaikan jaringan. Kita liatlah ke depannya.,positif
5,2025-04-18 19:51:24,sangan membantu,positif
5,2025-04-18 19:17:40,lebih mudah dan peraktis,positif
5,2025-04-18 17:11:30,"Mobile JKN memudahkan saya untuk mengakses layanan BPJS Kesehatan tanpa harus datang ke kantor. Mulai dari cek data kepesertaan, pendaftaran antrean online di faskes, hingga info tagihan, semua bisa diakses lewat aplikasi ini. Tampilannya simpel, mudah dipahami, dan fiturnya lengkap. Sangat bermanfaat, terutama di situasi darurat atau saat butuh info cepat. Terima kasih BPJS, semoga terus ditingkatkan fiturnya!",positif
1,2025-04-18 17:05:16,kolom masukan kinerja RS tidak bisa diisi. ada RS yg abai dg keluhan pasien peserta BPJS. yg berakibat fatal.,negatif
5,2025-04-18 16:48:52,"Alhamdulillah skrg apa"" bisa langsung di apk nya ga ribet. ga hrus ke Pandawa dlu tks jkn",negatif
1,2025-04-18 15:44:42,"susah banget verifikasinya,SMS gak masuk""",negatif
5,2025-04-18 13:58:00,mohon lebih dipermudah dalam pengoperasian nya,positif
1,2025-04-18 13:57:30,"mempersulit masyarakat,login susah,ganti pasword malah di buat pusing",negatif
1,2025-04-18 13:46:23,"aneh tiba tiba kluar sendiri masuk lagi malah susah, padahal saya pake BPJS mandiri, gimana mau bayar iuran ny kalo masuk aplikasi ny susah bener , korupsi",negatif
5,2025-04-18 13:34:06,mantap urusannya,positif
5,2025-04-18 13:26:51,kalau mau daftar lebih mudah,positif
5,2025-04-18 13:14:03,good setelah dibikin jengkel krn susah vermuk,negatif
1,2025-04-18 13:02:07,setiap log in dibilang pasword slah..smpe sdh lupa paswor 2x smpe aq ss pswordnya benar tapi tetep dibilang slah pas mau log in...susah sekali...tolong diperbaiki,negatif
4,2025-04-18 12:57:40,lumayan untuk yg ngerti,positif
5,2025-04-18 12:56:28,merasa puas dengan pelayanan aplikasi mobile JKN,positif
5,2025-04-18 12:55:13,ok,positif
5,2025-04-18 12:54:55,BUAT KALIAN YANG MAU DAFTAR MINIMAL ISI PULSA DULU YA SOALNYA VERIFIKASI NOMOR TELPON MEMAKAI PULSA JIKA TIDAK ADA PULSA MAKA KODE TIDAK TERKIRIM SEKIAN TERIMAKASIH.,positif
5,2025-04-18 12:51:58,bagus sekali mudah,positif
5,2025-04-18 12:45:15,sangat puas,positif
3,2025-04-18 12:34:40,ok,positif
1,2025-04-18 12:15:49,"hp sudah ada pulsa tp gabisa karna nomor ini udah ke pake. nomor juga gabisa sama, kalo mau daftarin ortu yg gaada hp gmn. minimal kasih opsi kirim kode melalui whatsapp selain sms.",negatif
5,2025-04-18 12:07:14,luar biasa,positif
5,2025-04-18 12:04:57,Kenapa anggota keluarga tiba-tiba hilang dari kepesertaan ya min? padahal sudah terdaftar dan muncul sebelumnya?,negatif
2,2025-04-18 11:59:44,"agak susah buat daftar, apalagi pas verifikasi wajah",negatif
1,2025-04-18 11:54:17,3 kali nunggu kode otp gak masuk2 asli apk sampah bukan nya mempermudah malah mempersulit !!!!!,positif
5,2025-04-18 11:10:35,sangat membantu masyarakat yang ingin berobat tapi gak punya biaya👈👍,positif
1,2025-04-18 11:08:46,aplikasi sampah,negatif
5,2025-04-18 11:03:36,"mantap, lebih memudahkan pasien. Terimakasih.",positif
4,2025-04-18 11:02:51,baik,positif
1,2025-04-18 11:02:03,"apk tolol,mau daftar juga susah ga ke kirim²kode verifikasi nya",negatif
1,2025-04-18 10:57:03,"Gak bisa nambahin anggota keluarga, pas di pencet ""anda belum menikah"" apa apaan itu pdhl saya sudah menikah dan punya anak, gimana ada apk nya tapi tetap disuruh ke kantor BPJS terdekat haeduuuhhh",negatif
5,2025-04-18 10:39:59,bagus,positif
5,2025-04-18 10:38:20,sangat membantu TDK menyulitkan,positif
1,2025-04-18 10:33:38,apk tay,negatif
1,2025-04-18 10:20:00,verifikasi wajah gagal terusss,negatif
1,2025-04-18 10:12:59,alplikasi ora niat rued doboll,negatif
5,2025-04-18 10:00:37,sangat membantu,positif
5,2025-04-18 09:35:50,good,positif
5,2025-04-18 09:33:35,sangat bermanfaat terimakasih,positif
1,2025-04-18 09:22:29,daftar aja susah banget padahal mau kontrol ke rs harus pake ini,negatif
5,2025-04-18 09:13:29,aplikasinya membantu tapi tolong untuk mendaftarkan difaskes rujukannya kenapa lemot tolong dipermudahkan sih aplikasinnya,positif
5,2025-04-18 08:06:04,baik tolong munculkan JKN mobile nya,positif
1,2025-04-18 08:04:51,sampah، susah banget mau dapat otp sampe d ulang2 pun tdk bisa,negatif
1,2025-04-18 07:59:47,apk yang ribet . sulit untuk masuk dan terlalu lemot juga.,negatif
1,2025-04-18 07:56:02,otp sms ga pernah masuk padahal nomor sudah benar,negatif
5,2025-04-18 07:52:38,sangat membantu sekali,positif
1,2025-04-18 07:37:10,"benar-benar app jkn sekarang menyusahkan gagal terus saat verifikasi wajah, tolong jangan pake kamera saat pendaftaran sangat menyusahkan masyarakat awam",negatif
5,2025-04-18 07:20:04,Aplikasi yg Sangat Inspiratif/Bermanfaat Sekali.,positif
2,2025-04-18 06:50:50,satu anggota kluarga JKN tidak bisa daftt online.tiap klik nama trabt tampilan blur...,negatif
1,2025-04-18 06:32:41,apk mempersulit doang,negatif
1,2025-04-18 06:32:26,mohon diperbaiki verif wajah gagal terus,negatif
3,2025-04-18 06:30:32,padahal sudah pernah daftar tapi mau login gak bisa gmna ini lagi perlu perlunya,netral
3,2025-04-18 06:29:32,saya mengeluh kode otp untuk no ponsel tidak terkirim sampe 5 kali di ulang,netral
5,2025-04-18 05:57:52,Aplikasi yang sangat membantu... hp jadul saja bisa mengakses dengan mudah... proses perpindahan faskes jadi lebih gampang.,positif
1,2025-04-18 05:52:06,nik dan password benar..tp selalu gagal dgn alasan nik dan password SALAH. bener2 bikin kesal,negatif
4,2025-04-18 05:38:01,cukup baik,positif
4,2025-04-18 05:37:36,bagus sangat membantu,positif
1,2025-04-18 05:37:21,"gimana si ini. mau daftar tapi kode verifikasi nya gak dapet""",negatif
4,2025-04-18 05:32:11,kenapa jkn mobile nya gk bisa dibuka.sudah d uninstall gk bisa masuk loading terus,positif
4,2025-04-18 05:28:44,tidak bisa membuat surat rujukan secara online,negatif
5,2025-04-18 05:25:41,baik,positif
3,2025-04-18 05:15:53,masih sering error padahal jaringan data / wifi kuat,negatif
1,2025-04-18 05:12:41,sulit aktivasi otp tidak terkirim padahal nomer sim masih aktif,negatif
5,2025-04-18 05:11:26,terimakasih banyak sangat berguna,positif
5,2025-04-18 04:53:18,pelayanan bagus,positif
5,2025-04-18 04:49:02,good,positif
1,2025-04-18 04:47:42,luar biasa ribet aplikasi yg d buat dg duit rakyat tapi menyusahkan rakyat,negatif
1,2025-04-18 04:46:52,perbaiki tolong apk nya,positif
5,2025-04-18 04:33:09,alhamdulillah kendala sudah ditangani,positif
5,2025-04-18 04:32:37,ok,positif
5,2025-04-18 04:21:20,Terima kasih,positif
5,2025-04-18 04:16:26,sangat bermanfaat,positif
5,2025-04-18 04:09:45,"Jika aplikasi ini bisa mengcover semua masalah lebih mantap, tidak harus lewat padawa",positif
1,2025-04-18 04:05:33,tua bangka bikin aplikasi yaa begini,negatif
5,2025-04-18 04:02:43,bagus...simple..mudah di mengerti...,positif
4,2025-04-18 03:56:47,oke bagus,positif
5,2025-04-18 02:56:08,👍🏾👍🏾👍🏾👍🏾,positif
5,2025-04-18 02:39:53,Mobil JKN sungguh sangat membantu,positif
5,2025-04-18 02:36:57,Good👍👍,positif
5,2025-04-18 02:27:25,sangat bagus,positif
1,2025-04-18 02:10:50,Halo.... 2025 masih verifikasi pakai sms ??? Gak bisa pakai WA kah ?,negatif
1,2025-04-18 02:09:14,"sulit nerima otp, di ulang ulang tetep sama, mngkin perlu perbaikan lagi, sekelas jkn kok lemot. harusnya otp bukan cuma lewat sms tapi bisa juga lewat whatsapp biar lebih mudah",negatif
5,2025-04-18 02:06:46,ok,positif
1,2025-04-18 02:02:33,aplikasinya gimanasii verifikasi nomer tapi ga masuk masuk ke sms udah coba beberapa kali susah bngt benerin apk nya tolong mana kalo buat verifikasi muka juga susa ngga banget sih TOLONG KERJASAMANYA,negatif
5,2025-04-18 01:39:38,ok,positif
1,2025-04-18 01:39:30,app apaan nih verivikasi nomor telepon aja ribettt bangetttt 😭😭😑,negatif
1,2025-04-18 01:35:42,"aplikasinya tolong d benerin lagi, katanya apa2 harus online, masa tiap buat rujukan baru, data gak langsung masuk ke faskes tingkat lanjut. malah capek bolak balik ngurusinnya",negatif
5,2025-04-18 01:25:14,mantab,positif
5,2025-04-18 01:02:01,bagus,positif
2,2025-04-18 00:57:29,"saya sulit menggantikan email. karena email saya di hack. bingun mau lapor kesiapa kalau Gmail. sama skli tidak ada layanan pertolongan, dan JKN juga mau ganti email juga susah",negatif
5,2025-04-18 00:54:01,bagus,positif
1,2025-04-18 00:27:53,mau daftar aja susahh!!! verifikasi gagal terusss pdhl internet lancarr,negatif
5,2025-04-18 00:08:26,sangat membantu,positif
5,2025-04-18 00:08:16,mantap,positif
5,2025-04-18 00:06:25,aplikasi update terus,positif
5,2025-04-18 00:05:39,sangat membantu,positif
5,2025-04-17 23:49:42,mudah di gunakan.,positif
5,2025-04-17 22:31:29,aplikasi yg sangat bagus dan bermanfaat 👍👍👍,positif
5,2025-04-17 22:29:33,alhamdulillah..,positif
5,2025-04-17 22:23:47,ok gas,positif
5,2025-04-17 22:14:00,Sudah bagus,positif
1,2025-04-17 22:06:50,"kok makin susah di akses, mau pindah faskes aja ga bisa? dah gitu ada anggota yg ga ada faskes giginya,,",negatif
5,2025-04-17 22:04:17,membantu,positif
1,2025-04-17 21:13:19,"gimana sih aplikasi nya, registrasi aja nggak bisaaaa.. verifikasi nomer telpon nggak bisa padahal nomer telpon nya benar dan aktif..",negatif
5,2025-04-17 19:29:04,Memudahkan,positif
1,2025-04-17 19:00:09,aplikasi ribet sekali sring sekali logout sendiri mau dftr pun d persulit sangat tidak membantu apalagi untuk pasien2 yg tua kasian dikit2 minta pembaruan & logout,negatif
1,2025-04-17 18:06:14,mau ganti klinik aja di mobile JKN gak bsa parah x aplikasi ini,negatif
1,2025-04-17 16:31:16,"Mempersulit, mau daftar malah diarahkan autodebet aja. Gada pilihan pake qris..apk sampah",negatif
5,2025-04-17 15:38:37,Sangat membantu,positif
1,2025-04-17 15:28:07,"Aplikasi buruk, tidak bisa verifikasi, pesan notifikasi tidak masuk2 di hp sudah dicoba puluhan kali, sudah diisi pulsa juga. Uninstal saja jangan pasang cuma buang2 memori, aplikasi yang sangat amat tidak membantu sama sekali.",negatif
1,2025-04-17 15:12:30,aplikasi Jan angel dibukak..,negatif
1,2025-04-17 15:09:01,verifikasi wajahnya susah sekali tidak terdeteksi,negatif
2,2025-04-17 15:04:48,apk nya awalnya bagus walau pun susah daftarnya terus setelah beberapa bulan ga di gunain ga bisa di gunain lagi suruh verifikasi akun sedangkan ga di kasih arahan verifikasi akun nya sama apk nya terus ga ada tempat verifikasi nya ini gimana sih masa iya SEKALI PAKAI AJA???,negatif
4,2025-04-17 14:32:23,mantap,positif
1,2025-04-17 14:21:10,"aplikasi ampas. bukannya membawa malah bikin repot, buat daftar aja susah harus ngulang 7x ..",negatif
1,2025-04-17 14:18:56,"jelek,verifikasi wajah gagal terus pdhl wajah sudah didlm bingkai,uda bnyak yg komplain tp tidak ada perbaikan. uninstal",negatif
5,2025-04-17 14:13:38,puas,positif
5,2025-04-17 13:36:57,lebih fleksible,positif
5,2025-04-17 13:34:56,mobile jkn kini lebih mudah dan tidak ribet saran saya fitur sms otp yg harus ada pulsa sebaiknya di ubah menjadi bebas pulsa itu aja yg lain udah ok,positif
5,2025-04-17 13:19:34,respon dan tindakan cepatnya sangat membantu,positif
3,2025-04-17 13:16:12,Mau daftar utk kontrol bulan selanjutnya tapi malah poli tidak ditemukan terus.,netral
1,2025-04-17 13:16:09,"Aplikasi Sampah, fasilitas pemerintah tapi jelek bngt. Niii emak gw yg biasanya kontrol & antri manual, malah disuruh antri online lewat ni apk. Gabisa kirim kode otp lewat nomor, gegara beda nomor. Trs pake Gmail, pas kode otp dikirim gaada notif Gmail. Hrs keluar apk dulu, setelah dpt otp, trs balik ke jkn malah log out trs suruh nunggu lagi 300 detik. Gitu aja terosss sampe Firaun bangkit lagi!!!",negatif
5,2025-04-17 13:11:15,bermanfaat untuk saya aplikasinya,positif
5,2025-04-17 13:02:32,cukup baik.,positif
5,2025-04-17 13:01:24,ok banget,positif
5,2025-04-17 12:22:22,mantap lah.,positif
5,2025-04-17 12:16:26,mudah dan praktis,positif
5,2025-04-17 12:15:33,merpermudah dalam berobat saat sakit,positif
5,2025-04-17 12:02:24,ok,positif
5,2025-04-17 12:01:27,sangat membantu untuk cek kesehatan,positif
5,2025-04-17 11:55:58,mudah dan akurat,positif
5,2025-04-17 11:52:18,memudahkan untuk mengubah data,positif
5,2025-04-17 11:42:15,"ok, sangat bermanfaat",positif
5,2025-04-17 11:41:09,sangat membantu,positif
5,2025-04-17 11:22:58,good job...semoga layanan lebih mudah,positif
5,2025-04-17 11:14:42,apk mobile jkn berfungsi dengan baik..,positif
1,2025-04-17 11:13:23,"Udah otp berkali kali gamasuk, verifikasi wajah susah pula, perbaiki napa",negatif
1,2025-04-17 11:12:11,"emosi pake aplikasi ini, verifikasi muka ga bisa bisa ..tolong lah d permudah ini ga usah verifikasi wajah segala kaya mau hutang pinjol aja pake verifikasi wajah",positif
1,2025-04-17 11:07:23,verif 2 jam masih belum muncul,negatif
1,2025-04-17 10:58:30,kenapa akses aplikasi nya rumit untuk lihat riwayat pelayanan kesehatan gk bisa di tampilkan padahal udah update aplikasinya kok JKN mobile makin buruk kualitasnya verifikasi berobat ke faskes aja sulit terlalu banyak otp yang di minta terus otp tersebut gk bisa di gunakan,negatif
1,2025-04-17 10:47:47,mau daftar tapi susah amat ya batal deh semua nya diminta ...................,negatif
5,2025-04-17 10:46:56,bgus,positif
5,2025-04-17 10:44:46,membantu sekali,positif
5,2025-04-17 10:37:54,senang,positif
5,2025-04-17 10:35:41,lebih mudah untuk dan gampang di akses,positif
5,2025-04-17 10:29:03,mempermudah segala urusan BPJS,positif
1,2025-04-17 10:22:54,"kok gangguan Mulu sih,,susah login",negatif
2,2025-04-17 10:18:37,"mau verifikasi lewat sms aja susah banget sih, padal dijam kerja juga aku bikin akunnya",negatif
5,2025-04-17 10:15:26,bagus,positif
5,2025-04-17 10:09:19,sangat membantu,positif
1,2025-04-17 10:04:50,"katanya masyarakat harus melek teknologi, gimana mau melek mau bikin akun aja ribetnya bukan maen. verifikasi nomor gak pernah muncul.. apk sampah ini.......",negatif
